parcelNumber,fullAddress,longitude,latitude,distanceFromWarehouseMiles,appraisedValue,yearBuilt,numStories,livingArea,numBedrooms,numFullBaths,numHalfBaths,basement,basementArea
81-60-03-08-000,"1276 WHEELING AVE, Zanesville OH",-81.991687,39.93930659999999,2.081430614019122,55700,1930,2,1680,4,1,1,YES,848
81-60-03-09-000,"18 GREEN ST, Zanesville OH",-81.9916729,39.9389785,2.07184847020701,38300,1913,1,932,3,1,0,YES,1022
81-60-03-10-000,"24 GREEN ST, Zanesville OH",-81.9916843,39.9388873,2.0684936831945073,46900,1930,1,780,2,2,0,YES,876
81-60-03-14-000,"38 GREEN ST, Zanesville OH",-81.9917028,39.9385136,2.0562412810050184,21200,1900,2,1064,2,1,0,YES,196
81-60-03-19-000,"58 GREEN ST, Zanesville OH",-81.9916934,39.9380758,2.0437038804426084,33800,1900,2,1344,3,1,0,YES,672
81-60-03-20-000,"66 GREEN ST, Zanesville OH",-81.9917121,39.9379013,2.0377291007853664,47100,1925,1,1144,2,1,0,YES,572
81-60-03-23-000,"67 SOUTHARD AVE, Zanesville OH",-81.99081989999999,39.9382382,2.090457072005225,6e4,1928,1,1262,3,1,0,YES,442
81-60-03-29-000,"35 SOUTHARD AVE, Zanesville OH",-81.9907326,39.9389386,2.1153644360322703,70900,1920,2,1288,3,1,1,YES,644
81-60-03-31-000,"27 SOUTHARD AVE, Zanesville OH",-81.99083499999999,39.939047,2.1137726083926403,72200,1938,2,2296,4,1,1,YES,1256
81-61-01-16-000,"821 HUGHES ST, Zanesville OH",-82.002647,39.935585,1.4471698428038906,18600,1901,2,1578,4,1,0,YES,324
81-63-01-15-000,"736 FOUNTAIN SQ, Zanesville OH",-82.002836,39.9406109,1.6342843921717845,12300,1900,2,3200,6,2,2,YES,1500
81-63-01-16-000,"730 FOUNTAIN SQ, Zanesville OH",-82.002954,39.940615,1.6296415931692159,17600,1900,2,2412,4,1,0,YES,1206
81-59-01-01-000,"1264 WHEELING AVE, Zanesville OH",-81.991988,39.939092,2.060462864346918,68700,1908,2,2640,6,2,0,YES,660
81-59-01-05-000,"1248 WHEELING AVE, Zanesville OH",-81.99254900000001,39.939054,2.0327837456755438,50500,1901,1,1018,3,1,0,YES,509
81-59-01-06-000,"1244 WHEELING AVE, Zanesville OH",-81.992683,39.93905,2.0263429361288776,49800,1901,1,1482,3,1,0,YES,462
81-59-01-07-000,"1238 WHEELING AVE, Zanesville OH",-81.99280700000001,39.939046,2.020377282561498,34700,1900,1,1100,3,1,0,YES,240
81-59-01-08-000,"1236 WHEELING AVE, Zanesville OH",-81.992927,39.939043,2.01463556809709,47300,1890,1,1154,2,1,1,YES,1131
81-59-01-11-000,"1222 WHEELING AVE, Zanesville OH",-81.993293,39.93903299999999,1.9971194105592962,18700,1901,1,512,2,1,0,YES,512
81-59-01-14-000,"1209 SWINGLE ST, Zanesville OH",-81.9930679,39.938657,1.995772874412283,32300,1905,1,869,2,1,0,YES,322
81-59-02-02-000,"1234 SWINGLE ST, Zanesville OH",-81.9923993,39.9383031,2.01664818238263,11200,1910,1,672,2,1,0,YES,672
81-59-02-04-000,"1228 SWINGLE AVE, Zanesville OH",-81.992577,39.93807,2.0011607074886015,9900,1901,1,392,1,0,1,YES,392
81-59-02-08-000,"40 GLESSNER AVE, Zanesville OH",-81.99328600000001,39.93827599999999,1.973604716135329,23800,1910,1,1044,2,1,0,YES,522
81-02-04-10-000,"550 PUTNAM AVE, Zanesville OH",-82.0068561,39.9302479,1.0963593166480021,24400,1820,2,3102,0,0,0,YES,775
44-52-01-37-550,"5389 WELLINGTON PL, Zanesville OH",-82.0238682,40.0228309,6.728551936679915,165400,2011,1,1532,2,2,0,NO,0
44-52-01-39-550,"5383 WELLINGTON PL, Zanesville OH",-82.0237048,40.022636,6.71526662475161,141400,2011,1,1130,2,2,0,NO,0
44-52-01-42-550,"5334 W SHEFFIELD CIR, Zanesville OH",-82.0242529,40.0214909,6.635470107818214,175900,2013,1,1692,2,2,0,NO,0
44-52-01-51-550,"5382 WELLINGTON PLACE, Zanesville OH",-82.02347619999999,40.022096,6.678214552056426,183200,2014,1,1816,3,2,0,NO,0
44-52-01-56-550,"5326 E SHEFFIELD CIR, Zanesville OH",-82.0231242,40.0210411,6.6057644827927335,189500,2015,1,1976,2,2,0,NO,0
44-52-01-58-550,"5324 E SHEFFIELD CIR, Zanesville OH",-82.0231302,40.0210241,6.604580155404319,191600,2015,1,1976,2,2,0,NO,0
44-52-01-59-550,"5322 E SHEFFIELD CIR, Zanesville OH",-82.02313620000001,40.0210072,6.6034027547006975,189700,2015,1,1976,2,2,0,NO,0
81-59-02-10-000,"52 GLESSNER AVE, Zanesville OH",-81.993189,39.938023,1.970509325134577,33300,1900,1,1022,2,1,0,YES,375
81-59-03-05-000,"39 GLESSNER AVE, Zanesville OH",-81.99367889999999,39.9383259,1.9565166782655854,8e3,1901,1,726,1,1,0,YES,726
81-59-03-08-000,"19 GLESSNER AVE, Zanesville OH",-81.9937379,39.938692,1.965277779461079,12700,1901,1,840,2,1,0,YES,840
81-59-03-11-000,"1212 WHEELING AVE, Zanesville OH",-81.993608,39.939047,1.982806462436557,42500,1914,2,2384,4,2,0,YES,476
81-59-03-12-000,"1208 WHEELING AVE, Zanesville OH",-81.993742,39.93905300000001,1.9767307681385036,21300,1920,1,2016,4,2,1,YES,504
81-59-03-23-000,"1132 WHEELING AVE, Zanesville OH",-81.99554499999999,39.939287,1.9009520013379497,16500,1880,1,1056,2,1,0,YES,418
81-59-03-24-000,"1130 WHEELING AVE, Zanesville OH",-81.995648,39.939296,1.896530232316333,16100,1901,1,572,1,1,0,YES,286
81-60-01-02-000,"1432 WHEELING AVE, Zanesville OH",-81.98726549999999,39.9399099,2.310207835868692,45400,1901,2,1560,3,1,0,YES,780
81-61-02-05-001,"222 7TH ST, Zanesville OH",-82.00407580000001,39.9358948,1.3919491285471346,22700,1901,2,1332,2,1,1,YES,736
81-60-01-22-000,"42 CERAMIC AVE, Zanesville OH",-81.9878834,39.9389665,2.2530644453760993,46100,1948,1,560,2,1,0,YES,280
81-60-02-09-000,"1390 WHEELING AVE, Zanesville OH",-81.98843200000002,39.9398778,2.2535032154709054,38e3,1928,2,649,2,1,0,YES,144
81-60-02-10-000,"1382 WHEELING AVE, Zanesville OH",-81.9886264,39.939845,2.243244461329695,45900,1901,2,1720,5,1,0,YES,476
81-60-02-11-000,"1380 WHEELING AVE, Zanesville OH",-81.9887566,39.9398525,2.2372735521407083,50100,1912,2,1248,2,1,0,YES,744
81-60-02-14-000,"1362 WHEELING AVE, Zanesville OH",-81.98929749999999,39.9398263,2.2107570062028423,93200,1901,2,1976,4,1,0,YES,1060
81-60-02-19-000,"1328 WHEELING AVE, Zanesville OH",-81.989909,39.939608,2.1749956802299337,137800,1925,2,2400,4,1,1,YES,1434
81-60-02-29-000,"1328 PALLAS AVE, Zanesville OH",-81.98964760000001,39.9387554,2.1619070251710646,44100,1923,1,884,2,1,0,YES,884
81-60-02-30-000,"1322 PALLAS AVE, Zanesville OH",-81.98985239999999,39.9387572,2.1521144313569534,46800,1921,1,1176,4,1,0,YES,1176
81-60-02-36-000,"68 SOUTHARD AVE, Zanesville OH",-81.9903958,39.9382104,2.1101075056590735,36100,1950,1,720,2,1,0,YES,720
81-60-03-05-000,"1294 WHEELING AVE, Zanesville OH",-81.9912724,39.9394223,2.1046510390784543,5e4,1924,2,1324,3,1,0,YES,684
81-63-03-25-000,"57 7TH ST S, Zanesville OH",-82.0043951,39.9386017,1.4830840733836301,48500,1890,2,3884,3,3,1,YES,1942
81-63-03-28-000,"47 S 7TH ST, Zanesville OH",-82.0043407,39.9388924,1.4976548988539367,35500,1890,2,2376,4,1,1,YES,1164
81-60-03-15-000,"42 GREEN ST, Zanesville OH",-81.991705,39.938432,2.0536874573449366,37200,1900,2,1051,2,1,0,YES,196
81-60-03-21-000,"74 GREEN ST, Zanesville OH",-81.9917196,39.937768,2.033529236666411,38100,1935,1,812,2,1,0,YES,812
81-60-03-22-000,"71 SOUTHARD AVE, Zanesville OH",-81.9908181,39.93812330000001,2.0872287085241945,62900,1928,1,1104,2,1,0,YES,442
81-60-03-24-000,"61 SOUTHARD AVE, Zanesville OH",-81.99079549999999,39.9383459,2.094760648581903,47e3,1928,1,884,2,1,0,YES,884
81-60-03-27-000,"45 SOUTHARD AVE, Zanesville OH",-81.9907578,39.9387049,2.107149518365224,62700,1928,2,1528,4,2,1,YES,704
81-60-03-33-000,"13 SOUTHARD AVE, Zanesville OH",-81.99069519999999,39.9394381,2.132450132676588,43300,1918,1,864,2,1,0,YES,864
81-62-01-04-000,"128 8TH ST S, Zanesville OH",-82.0028279,39.937508,1.5072414912070295,6100,1901,2,1498,3,1,0,YES,728
81-01-03-06-000,"424 PUTNAM AVE, Zanesville OH",-82.006886,39.9324871,1.1500778447634261,81200,1901,2,3138,5,1,1,YES,1569
81-02-03-06-000,"462 PUTNAM AVE, Zanesville OH",-82.0068512,39.9316127,1.1280135683065031,64900,1901,2,2213,5,2,0,YES,544
81-02-03-09-000,"101 JEFFERSON ST, Zanesville OH",-82.0058553,39.9316976,1.179346873470023,53200,1840,2,2516,5,4,0,YES,839
81-02-04-01-000,"110 JEFFERSON ST, Zanesville OH",-82.00600209999999,39.9312958,1.1623384335871327,34e3,1901,2,1969,3,1,0,YES,960
81-02-04-05-000,"512 PUTNAM AVE, Zanesville OH",-82.0067942,39.9310897,1.1179808311824335,51900,1912,2,2198,4,1,0,YES,1089
17-54-04-03-000,"3250 KEARNS DR, Zanesville OH",-82.04898899999999,39.978704,3.8615749535163166,147590,1901,2,2464,5,1,0,YES,1312
17-75-05-01-000,"2350 OAK MEADOW LN, Zanesville OH",-82.026923,39.96938400000001,3.0300696388785604,31e4,2002,1,2536,4,4,1,YES,2518
17-75-05-05-000,"2343 OLD FARM CT, Zanesville OH",-82.026585,39.968733,2.984993703461633,234900,1997,1,2154,2,2,1,YES,2154
17-75-05-20-000,"2417 OAK MEADOW LN, Zanesville OH",-82.0288417,39.9672784,2.8868089025388612,621200,1998,2,3580,3,5,1,YES,2770
17-75-05-23-000,"2404 OAK MEADOW LN, Zanesville OH",-82.0281502,39.9680938,2.9419164555351838,523800,2001,1,2798,2,3,1,YES,2798
44-52-01-20-550,"5368 E SHEFFIELD CR, Zanesville OH",-82.0231568,40.0214002,6.630546100460549,14e4,2008,1,1410,2,2,0,NO,0
44-52-01-23-550,"5362 E SHEFFIELD CIR, Zanesville OH",-82.02342,40.021921,6.666188282947352,162e3,2008,1,1375,3,2,1,NO,0
44-52-01-29-550,"5314 W SHEFFIELD CIR, Zanesville OH",-82.02432,40.02112,6.609753028749987,176900,2008,1,1410,2,5,0,NO,0
44-52-01-32-550,"5357 W SHEFFIELD CIR, Zanesville OH",-82.02454999999999,40.022197,6.684027379025486,187400,2008,1,1869,3,2,0,NO,0
44-52-01-34-550,"5355 W SHEFFIELD CIR, Zanesville OH",-82.02469300000001,40.02202200000001,6.671804483508617,176800,2008,1,1712,2,2,0,NO,0
44-52-01-35-550,"5353 W SHEFFIELD CIR, Zanesville OH",-82.02456099999999,40.022017,6.671568803475212,189200,2008,1,1869,3,2,0,NO,0
44-52-01-43-550,"5332 W SHEFFIELD CIR, Zanesville OH",-82.02402029999999,40.0214812,6.6350427185065115,181800,2013,1,1810,3,2,0,NO,0
44-52-01-45-550,"5339 W SHEFFIELD CIR, Zanesville OH",-82.024939,40.0215926,6.641919540082972,186900,2013,1,1825,2,2,0,NO,0
44-52-01-55-550,"5327 E SHEFFIELD CIR, Zanesville OH",-82.02376550000001,40.0217665,6.655065013833375,204300,2015,1,1995,2,2,0,NO,0
44-52-01-57-550,"5328 E SHEFFIELD CIR, Zanesville OH",-82.0231182,40.021058,6.606941908120971,178e3,2016,1,1742,2,2,0,NO,0
44-52-01-61-550,"5319 W SHEFFIELD CIR, Zanesville OH",-82.0249528,40.0213822,6.627357590494839,162100,2013,1,1825,2,2,0,NO,0
44-52-01-63-550,"5313 W SHEFFIELD CIR, Zanesville OH",-82.0249548,40.0213235,6.623296221947082,148100,2011,1,1532,2,2,0,NO,0
81-02-02-01-000,"440 MOXAHALA AVE, Zanesville OH",-82.0054911,39.9321464,1.2087165859132087,37100,1901,2,1932,0,1,0,YES,483
81-02-02-05-000,"464 MOXAHALA AVE, Zanesville OH",-82.00525999999999,39.931644,1.2075806337282016,18800,1901,2,2032,5,1,0,YES,998
81-02-02-08-000,"449 MUSKINGUM AVE, Zanesville OH",-82.0049224,39.9321477,1.2367556569835114,22900,1930,1,672,1,1,0,YES,672
81-02-03-01-000,"438 PUTNAM AVE, Zanesville OH",-82.00688099999999,39.9321809,1.1416856828411501,135200,1820,2,5222,6,3,0,YES,2611
81-02-04-02-000,"114 JEFFERSON ST, Zanesville OH",-82.0061652,39.9312914,1.1541026617369639,46600,1901,2,2254,5,2,0,YES,517
44-52-01-53-550,"5325 E SHEFFIELD CIR, Zanesville OH",-82.02376550000001,40.0217665,6.655065013833375,195600,2015,1,1910,2,2,0,NO,0
44-52-01-54-550,"5323 E SHEFFIELD CIR, Zanesville OH",-82.02376550000001,40.0217665,6.655065013833375,171800,2015,1,1527,2,2,0,NO,0
17-19-01-27-564,"3792 COLONY HILL DR, Zanesville OH",-82.0340049,39.995325,4.840294924902752,116200,2e3,1,1100,2,2,0,NO,0
17-19-01-35-572,"3728 S LEASURE CT, Zanesville OH",-82.032343,39.995091,4.817799983918138,156500,2e3,2,1850,3,2,1,NO,0
17-19-01-36-573,"3720 S LEASURE CT, Zanesville OH",-82.03220499999999,39.995041,4.813891796743238,116200,2e3,1,1100,3,2,0,NO,0
17-19-01-39-550,"3711 COLONY HILL DR, Zanesville OH",-82.03181099999999,39.995351,4.834057058692863,101400,2004,1,912,2,2,0,NO,0
17-19-01-48-550,"3681 COLONY HILL DR, Zanesville OH",-82.0309709,39.995295,4.827850859972002,121600,2004,1,1152,3,2,0,NO,0
17-19-01-49-550,"3685 COLONY HILL DR, Zanesville OH",-82.031024,39.995375,4.833513714485032,101400,2004,1,912,2,2,0,NO,0
17-19-01-56-550,"3548 COLONY HILL DR, Zanesville OH",-82.03011400000001,39.99616899999999,4.886298341618785,101400,2004,1,912,2,2,0,NO,0
17-19-01-58-550,"3662 COLONY HILL DR, Zanesville OH",-82.030453,39.9962609,4.893366327303258,88500,2004,1,864,2,1,0,NO,0
17-19-01-65-550,"3676 COLONY HILL DR, Zanesville OH",-82.03101099999999,39.996073,4.881705701101672,105200,2004,1,912,2,2,0,NO,0
17-19-01-78-550,"3726 COLONY HILL DR, Zanesville OH",-82.032245,39.996208,4.894591926845145,88500,2004,1,864,2,1,0,NO,0
81-01-03-01-000,"425 MOXAHALA AVE, Zanesville OH",-82.0060587,39.9324885,1.1901718239897927,81200,1901,2,3636,4,2,0,YES,1787
81-01-03-02-000,"405 MOXAHALA AVE, Zanesville OH",-82.00605,39.9329253,1.2030382036624914,137600,1901,2,4638,5,2,1,YES,1559
81-01-04-03-000,"412 MOXAHALA AVE, Zanesville OH",-82.00541199999999,39.93263,1.2255261440296104,55200,1901,2,2642,4,2,1,YES,1353
81-02-03-03-000,"446 PUTNAM AVE, Zanesville OH",-82.006732,39.931994,1.143858115920867,94100,1880,2,4336,4,4,0,YES,2168
81-02-03-12-000,"443 MOXAHALA AVE, Zanesville OH",-82.0059472,39.9321164,1.1855392910136884,18e3,1901,2,2084,5,1,0,YES,496
81-02-03-13-000,"439 MOXAHALA AVE, Zanesville OH",-82.006091,39.932163,1.1797321896270931,23300,1898,2,1832,4,1,0,YES,916
81-02-03-14-000,"433 MOXAHALA AVE, Zanesville OH",-82.0059808,39.9322582,1.1876719268679534,58600,1845,2,3268,6,4,0,YES,1499
81-02-04-03-000,"118 JEFFERSON ST, Zanesville OH",-82.00626299999999,39.931304,1.1495297671286813,27200,1901,2,2010,2,1,0,YES,1005
81-02-04-04-000,"504 PUTNAM AVE, Zanesville OH",-82.00680659999999,39.9313036,1.1224945613850217,73600,1845,2,4287,8,4,0,YES,2192
81-02-04-11-000,"556 PUTNAM AVE, Zanesville OH",-82.0067705,39.9301301,1.0983369455853358,11640,1901,2,4206,6,2,0,YES,2001
81-02-04-15-000,"539 MOXAHALA AVE, Zanesville OH",-82.0058233,39.9305203,1.1542618760014147,10500,1901,1,636,2,1,0,NO,0
81-02-05-07-000,"532 MOXAHALA AVE, Zanesville OH",-82.0053077,39.9306999,1.1840678549852421,29100,1901,2,1517,2,1,0,YES,653
81-03-01-08-000,"640 MOXAHALA AVE, Zanesville OH",-82.00511499999999,39.928801,1.161660689549913,34100,1901,2,3618,6,4,0,YES,1779
81-03-01-10-000,"652 MOXAHALA AVE, Zanesville OH",-82.0052616,39.9286035,1.1514711630521641,16500,1901,1,1128,3,1,0,YES,564
81-03-01-13-000,"23 VAN BUREN ST, Zanesville OH",-82.0048467,39.9283278,1.1698717053850274,20500,1901,2,1120,3,1,0,YES,198
81-03-02-11-000,"648 PUTNAM AVE, Zanesville OH",-82.0067637,39.9286733,1.0741680325337508,18e3,1901,2,1400,3,1,0,YES,350
81-03-02-16-000,"123 VAN BUREN ST, Zanesville OH",-82.0063713,39.9283272,1.090147351648007,38600,1901,2,1792,4,2,0,YES,448
81-03-02-19-000,"103 VAN BUREN ST, Zanesville OH",-82.0057071,39.9283615,1.125259602203252,15400,1896,2,1824,4,2,0,YES,768
81-03-02-24-000,"635 MOXAHALA AVE, Zanesville OH",-82.00579789999999,39.9289564,1.1283063738194432,28200,1901,1,1548,3,1,0,YES,804
81-02-04-17-000,"527 MOXAHALA AVE, Zanesville OH",-82.00586919999999,39.9307431,1.1566012222797382,46800,1901,2,2496,5,2,0,YES,1248
81-02-04-18-000,"523 MOXAHALA AVE, Zanesville OH",-82.0058945,39.9308925,1.1585605561569092,14100,1901,2,1575,3,1,0,YES,385
81-02-04-19-000,"519 MOXAHALA AVE, Zanesville OH",-82.0059065,39.9309732,1.1597401646770977,24100,1901,2,1200,3,1,0,YES,480
81-02-04-20-000,"513 MOXAHALA AVE, Zanesville OH",-82.00595059999999,39.931114,1.16070049387541,45e3,1810,2,3232,4,2,0,YES,968
81-02-05-13-000,"27 MADISON ST, Zanesville OH",-82.0049864,39.9300071,1.1870886310940245,24900,1901,2,1876,5,1,0,YES,724
81-03-02-28-000,"609 MOXAHALA AVE, Zanesville OH",-82.0057688,39.9295147,1.138424571290117,43500,1901,2,1692,4,2,0,YES,344
81-04-01-01-000,"4 VAN BUREN ST, Zanesville OH",-82.00434709999999,39.9280383,1.1930109996793705,27e3,1949,1,775,2,1,0,NO,0
81-04-01-06-000,"710 MOXAHALA AVE, Zanesville OH",-82.0052772,39.927893,1.142750145108552,31800,1901,1,835,2,1,0,YES,835
81-04-02-13-000,"726 PUTNAM AVE, Zanesville OH",-82.006536,39.927556,1.073461125833432,59500,1901,2,2225,4,2,0,YES,537
81-04-02-26-000,"109 HARRISON ST, Zanesville OH",-82.0058182,39.9266652,1.105354187450919,20700,1901,2,1944,4,2,0,YES,608
81-04-02-30-000,"745 MOXAHALA AVE, Zanesville OH",-82.0057171,39.927105,1.1131728580221065,22700,1901,1,1144,3,1,0,YES,512
81-04-02-33-000,"731 MOXAHALA AVE, Zanesville OH",-82.0057923,39.9273887,1.1112388018914765,22300,1901,2,1248,2,1,0,YES,256
81-05-02-08-000,"844 MOXAHALA AVE, Zanesville OH",-82.0049214,39.9256204,1.1503809684410335,56100,1899,2,1864,4,2,0,YES,568
81-05-02-11-000,"856 MOXAHALA AVE, Zanesville OH",-82.004969,39.925208,1.1481427211482307,24e3,1880,2,1872,4,2,0,YES,384
81-05-03-01-000,"102 HARRISON ST, Zanesville OH",-82.0055934,39.9263479,1.1159929386183673,43500,1901,2,2110,4,2,0,YES,1035
81-05-03-13-000,"848 PUTNAM AVE, Zanesville OH",-82.0066624,39.9253466,1.0581493492115122,15900,1901,2,1292,3,1,0,YES,494
81-05-03-22-000,"103 PIERCE ST, Zanesville OH",-82.0055799,39.9250576,1.1160343990679533,15600,1901,1,1354,3,1,0,YES,677
81-05-03-23-000,"853 MOXAHALA AVE, Zanesville OH",-82.0056273,39.925211,1.1132269459021191,19200,1901,1,936,3,1,0,YES,468
81-03-01-02-000,"608 MOXAHALA AVE, Zanesville OH",-82.00527,39.9296041,1.1655933852238471,17500,1901,2,1990,4,1,0,YES,443
81-03-01-03-000,"614 MOXAHALA AVE, Zanesville OH",-82.0052817,39.9294541,1.1625559591386987,10800,1901,2,1476,3,1,0,YES,330
81-03-01-05-000,"630 MOXAHALA AVE, Zanesville OH",-82.0052262,39.9291189,1.1603102029630181,48050,1901,2,1260,3,1,0,YES,245
81-03-01-09-000,"648 MOXAHALA AVE, Zanesville OH",-82.0052735,39.9286979,1.1520545751632472,16800,1901,2,1240,3,1,0,YES,310
17-19-01-82-550,"3728 COLONY HILL DR, Zanesville OH",-82.03237299999999,39.99593900000001,4.876440545876594,121600,2004,1,1152,3,2,0,NO,0
17-19-01-84-550,"3742 COLONY HILL DR, Zanesville OH",-82.032777,39.996028,4.883972277746143,96600,2004,1,864,2,1,0,NO,0
17-19-01-90-550,"3760 COLONY HILL DR, Zanesville OH",-82.033402,39.99593900000001,4.880163802542477,105200,2004,1,912,2,2,0,NO,0
17-19-01-05-550,"3737 LEASURE CT S, Zanesville OH",-82.032918,39.994961000000004,4.810849587021425,116200,1998,1,1100,2,2,0,NO,0
17-19-01-13-550,"3703 LEASURE CT S, Zanesville OH",-82.03206899999999,39.994592,4.782451698012838,131500,1999,1,1450,3,2,0,NO,0
17-19-01-25-562,"3784 COLONY HILL DR, Zanesville OH",-82.031353,39.994408,4.76759393219843,116200,2e3,1,1100,3,2,0,NO,0
17-19-01-29-566,"3768 COLONY HILL DR, Zanesville OH",-82.033512,39.995617,4.85838783784194,116200,2e3,1,1100,3,2,0,NO,0
17-19-01-37-001,"FRAZEYSBURG RD, Zanesville OH",-82.03787729999999,40.0102756,5.888906829816971,498600,2005,1,3584,3,3,2,YES,3584
81-03-02-09-000,"640 PUTNAM AVE, Zanesville OH",-82.0068124,39.9288332,1.0738992466799486,14800,1901,1,759,2,1,0,YES,759
81-03-02-10-000,"644 PUTNAM AVE, Zanesville OH",-82.00673789999999,39.9287558,1.076658727492663,32400,1901,2,1698,4,2,0,YES,424
81-03-02-12-000,"652 PUTNAM AVE, Zanesville OH",-82.0067344,39.9285795,1.0744196463421234,19900,1901,1,1085,2,1,0,YES,542
81-03-02-18-000,"113 VAN BUREN ST, Zanesville OH",-82.0059442,39.9283595,1.11284627145399,40100,1901,2,2159,6,2,0,YES,481
81-03-02-21-000,"647 MOXAHALA AVE, Zanesville OH",-82.005934,39.928681,1.117432904359394,31e3,1901,2,2948,5,2,1,YES,1469
81-03-02-22-000,"643 MOXAHALA AVE, Zanesville OH",-82.0058232,39.9287835,1.124576559798347,8900,1901,2,1358,3,0,0,YES,679
81-03-02-26-000,"623 MOXAHALA AVE, Zanesville OH",-82.00590679999999,39.9292523,1.1270903413839053,32600,1901,2,2429,5,2,0,YES,1052
81-03-02-27-000,"615 MOXAHALA AVE, Zanesville OH",-82.00573659999999,39.9294126,1.1384181855592412,15200,1901,1,768,2,1,0,YES,384
81-03-02-29-000,"110 MADISON ST, Zanesville OH",-82.0059799,39.9295281,1.127779075716309,17500,1901,2,1408,3,1,0,YES,352
81-04-01-04-000,"24 VAN BUREN ST, Zanesville OH",-82.0048642,39.9280046,1.1655309129691946,16100,1901,2,1712,3,2,0,YES,428
81-04-02-03-000,"116 VAN BUREN, Zanesville OH",-82.0060292,39.92802770000001,1.104657087199618,14600,1901,2,2351,6,2,1,YES,760
81-04-02-05-000,"126 VAN BUREN ST, Zanesville OH",-82.00632,39.9278695,1.0877702865726717,18600,1901,1,812,2,1,0,YES,376
81-04-02-36-000,"713 MOXAHALA AVE, Zanesville OH",-82.0056924,39.9277738,1.1198007202882798,29700,1900,2,1910,4,2,0,YES,442
81-05-02-04-000,"822 MOXAHALA AVE, Zanesville OH",-82.00516809999999,39.9259356,1.137555909525687,25100,1901,2,1944,4,2,0,YES,416
81-05-02-14-000,"17 PIERCE ST, Zanesville OH",-82.0045459,39.9250881,1.1707930602287953,23e3,1901,2,1369,3,1,0,YES,304
81-05-02-15-000,"15 PIERCE ST, Zanesville OH",-82.0044056,39.9251248,1.1781615246684225,32300,1901,2,1357,2,1,0,YES,422
81-05-03-15-000,"856 PUTNAM AVE, Zanesville OH",-82.006625,39.9251856,1.0603616102980968,21700,1901,2,1740,3,1,1,YES,870
81-05-03-20-000,"113 PIERCE ST, Zanesville OH",-82.0059484,39.9250463,1.0965235065548251,15e3,1901,1,1160,2,1,0,YES,240
81-05-03-26-000,"841 MOXAHALA AVE, Zanesville OH",-82.0056463,39.925525,1.1119317409271123,18700,1901,1,1680,3,1,0,YES,420
81-05-03-28-000,"829 MOXAHALA AVE, Zanesville OH",-82.0056228,39.9257618,1.113241924212167,11e3,1901,1,709,2,1,0,YES,354
81-06-01-04-000,"20 PIERCE ST, Zanesville OH",-82.0045578,39.9247481,1.1710834057072903,23200,1901,1,1150,3,1,0,YES,575
81-05-03-27-000,"835 MOXAHALA AVE, Zanesville OH",-82.00566769999999,39.9256554,1.110801804941081,20600,1901,1,1106,3,1,0,YES,566
81-03-01-16-000,"7 VAN BUREN ST, Zanesville OH",-82.0043802,39.9283785,1.1948576254727914,7100,1901,2,1540,3,1,0,YES,336
81-03-02-15-000,"664 PUTNAM AVE, Zanesville OH",-82.0067521,39.9282784,1.069669257049864,11200,1901,1,918,2,1,0,YES,918
81-04-01-07-000,"716 MOXAHALA AVE, Zanesville OH",-82.0048857,39.9275909,1.1606279861028723,26100,1901,1,1534,2,1,0,YES,767
81-03-01-11-000,"656 MOXAHALA AVE, Zanesville OH",-82.0052607,39.9285036,1.150283561460298,25e3,1901,1,828,2,1,0,NO,0
81-03-01-12-000,"662 MOXAHALA AVE, Zanesville OH",-82.0052158,39.9284038,1.1514375015245994,43500,1901,2,1492,3,1,0,YES,288
81-03-02-08-000,"636 PUTNAM AVE, Zanesville OH",-82.006592,39.9289429,1.0869315271148978,20300,1901,1,800,2,1,0,YES,800
81-03-02-20-000,"651 MOXAHALA AVE, Zanesville OH",-82.00573910000001,39.9285915,1.1264196761264982,17e3,1901,2,2072,4,1,0,YES,393
81-03-02-23-000,"639 MOXAHALA AVE, Zanesville OH",-82.0057437,39.9288688,1.1298839989789693,25800,1901,2,1610,4,1,0,YES,374
81-04-01-13-000,"725 MUSKINGUM AVE, Zanesville OH",-82.0043041,39.9275284,1.190765235232435,8400,1901,2,1574,4,1,0,YES,256
81-04-01-14-000,"719 MUSKINGUM AVE, Zanesville OH",-82.0042564,39.9277005,1.1946814983876084,15900,1901,1,711,2,1,0,YES,288
81-04-02-04-000,"120 VAN BUREN, Zanesville OH",-82.0061219,39.9278488,1.097961944627856,8900,1901,1,952,2,1,0,YES,423
81-04-02-06-000,"704 PUTNAM AVE, Zanesville OH",-82.00674149999999,39.9280127,1.067171886472911,13300,1901,2,2304,4,2,0,YES,720
81-04-02-10-000,"716 PUTNAM AVE, Zanesville OH",-82.00675559999999,39.9277399,1.0636199628309144,23300,1901,2,1132,2,1,0,YES,551
81-04-02-24-000,"117 HARRISON ST, Zanesville OH",-82.0061039,39.9266599,1.0902095680840593,16300,1901,2,723,3,1,0,YES,132
81-04-02-27-000,"763 MOXAHALA AVE, Zanesville OH",-82.005612,39.9266943,1.1164040964294504,18200,1901,2,1420,3,1,0,YES,290
81-04-02-28-000,"755 MOXAHALA AVE, Zanesville OH",-82.00568109999999,39.9269111,1.113885861807006,16800,1901,2,1572,4,1,1,YES,280
