parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea,fullAddress,latitude,longitude,distanceFromWarehouseMeters
81-58-02-46-000,1012 GREENWOOD AVE,"$85,900.00",2,2004,4,2,0,1430,YES,674,"1012 GREENWOOD AVE, Zanesville OH",39.9405884,-81.9987343,2907.34557717377
81-58-02-54-000,1019 MAIN ST E,"$81,500.00",2,2004,4,2,0,1440,YES,720,"1019 MAIN ST E, Zanesville OH",39.939979,-81.998634,2876.0097035648287
81-58-02-58-000,MAIN ST E,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAIN ST E, Zanesville OH",39.9398243,-81.9999817,2771.3482749018704
81-59-01-10-000,1226 WHEELING AVE,"$33,400.00",2,1900,3,1,0,1288,YES,256,"1226 WHEELING AVE, Zanesville OH",39.939036,-81.993169,3223.576280685885
81-59-01-16-000,1217 SWINGLE ST,"$60,200.00",2,1901,3,1,0,1444,YES,536,"1217 SWINGLE ST, Zanesville OH",39.938651,-81.99288899999999,3225.2034040432322
81-59-01-18-000,1227 SWINGLE ST,"$38,800.00",1,1900,2,1,0,1134,YES,315,"1227 SWINGLE ST, Zanesville OH",39.93864,-81.99257399999999,3248.6741620483017
81-59-01-20-000,1235 SWINGLE ST,"$33,500.00",1,1905,2,1,0,784,YES,392,"1235 SWINGLE ST, Zanesville OH",39.9385217,-81.99235879999999,3259.271093738188
81-59-02-09-000,48 GLESSNER AVE,"$25,100.00",1,1900,2,1,0,919,YES,336,"48 GLESSNER AVE, Zanesville OH",39.938154,-81.9933709,3163.6902158440053
81-59-02-11-000,56 GLESSNER AVE,"$12,400.00",1,1901,2,1,0,720,YES,360,"56 GLESSNER AVE, Zanesville OH",39.937932000000004,-81.99319299999999,3166.509576853379
81-59-03-02-000,55 GLESSNER AVE,"$19,200.00",1,1901,2,1,0,924,YES,924,"55 GLESSNER AVE, Zanesville OH",39.9379473,-81.9936638,3131.1060153708822
81-59-03-03-000,51 GLESSNER AVE,"$28,200.00",1,1918,2,1,0,896,YES,896,"51 GLESSNER AVE, Zanesville OH",39.9380184,-81.993639,3136.492446166939
81-59-03-07-000,27 GLESSNER AVE,"$13,900.00",1,1918,2,1,0,840,YES,840,"27 GLESSNER AVE, Zanesville OH",39.938559,-81.993747,3155.3140036715467
81-59-03-10-000,15 GLESSNER AVE,$400.00,NA,NA,NA,NA,NA,NA,NA,NA,"15 GLESSNER AVE, Zanesville OH",39.938862,-81.99372699999999,3172.4066504760335
81-59-03-21-000,1152 WHEELING AVE,"$22,000.00",2,1865,4,2,0,1656,YES,288,"1152 WHEELING AVE, Zanesville OH",39.93922999999999,-81.995099,3089.215192265366
81-59-03-30-000,1112 WHEELING AVE,"$1,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1112 WHEELING AVE, Zanesville OH",39.939428,-81.996335,3009.0368247923784
81-59-03-31-000,WHEELING AVE,"$1,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"WHEELING AVE, Zanesville OH",39.9398528,-81.9901852,3491.5443536866755
81-60-01-01-000,WHEELING AVE,$200.00,NA,NA,NA,NA,NA,NA,NA,NA,"WHEELING AVE, Zanesville OH",39.9398528,-81.9901852,3491.5443536866755
81-60-01-04-000,1422 WHEELING AVE,"$55,500.00",1,1927,3,1,0,1074,YES,1064,"1422 WHEELING AVE, Zanesville OH",39.939871,-81.9875832,3691.5745973791513
81-60-01-06-000,8 CERAMIC AVE,"$58,800.00",2,1910,3,1,2,1592,YES,796,"8 CERAMIC AVE, Zanesville OH",39.939792,-81.98803939999999,3652.65792176855
81-60-01-10-000,30 CERAMIC AVE,"$49,200.00",2,1918,3,2,0,1500,YES,750,"30 CERAMIC AVE, Zanesville OH",39.9393146,-81.9880965,3625.5446122952535
81-60-01-14-000,EAST ST,$900.00,NA,NA,NA,NA,NA,NA,NA,NA,"EAST ST, Zanesville OH",39.9390943,-81.9876972,3646.2953861827837
81-60-01-17-000,1443 EAST AVE,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"1443 EAST AVE, Zanesville OH",39.9388695,-81.9869621,3693.45354025744
81-60-01-18-000,1443 EAST AVE,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"1443 EAST AVE, Zanesville OH",39.9388695,-81.9869621,3693.45354025744
81-60-02-05-000,29 CERAMIC AVE,"$54,700.00",1,1930,2,2,0,1180,YES,1120,"29 CERAMIC AVE, Zanesville OH",39.9393177,-81.98856909999999,3589.153942556201
81-60-02-07-000,1386 WHEELING AVE,"$24,200.00",1,1920,2,1,0,802,YES,401,"1386 WHEELING AVE, Zanesville OH",39.9396124,-81.98858,3602.4104617334524
81-60-02-15-000,1356 WHEELING AVE,"$66,800.00",2,1926,4,1,0,1508,YES,987,"1356 WHEELING AVE, Zanesville OH",39.9398264,-81.9894357,3547.3176230344584
81-60-02-26-000,1329 PALLAS AVE,"$35,900.00",2,1928,3,1,1,1608,YES,780,"1329 PALLAS AVE, Zanesville OH",39.9390852,-81.9896295,3496.2762143958994
81-60-02-28-000,1334 PALLAS AVE,"$40,300.00",1,1930,3,1,0,780,YES,780,"1334 PALLAS AVE, Zanesville OH",39.9387663,-81.9894103,3498.1392698953505
81-57-03-41-000,964 HARVEY ST,$500.00,NA,NA,NA,NA,NA,NA,NA,NA,"964 HARVEY ST, Zanesville OH",39.936878,-82.00026,2576.9227262436493
81-57-03-49-000,930 HARVEY ST,"$16,400.00",2,1860,4,2,0,1456,YES,728,"930 HARVEY ST, Zanesville OH",39.9370042,-82.0011883,2515.1333943465906
81-57-03-55-000,917 MARIETTA ST,"$30,100.00",2,1905,3,1,0,1800,YES,900,"917 MARIETTA ST, Zanesville OH",39.9365669,-82.001668,2455.288550804842
81-57-03-56-000,921 MARIETTA ST,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"921 MARIETTA ST, Zanesville OH",39.936562,-82.00155099999999,2463.682663256302
81-57-03-65-000,967 MARIETTA ST,"$1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"967 MARIETTA ST, Zanesville OH",39.93651,-82.00021699999999,2560.4116169683853
81-57-03-67-000,979 MARIETTA ST,"$13,900.00",1,1875,3,1,0,1032,YES,576,"979 MARIETTA ST, Zanesville OH",39.93649800000001,-81.999905,2583.2469304507663
81-57-03-68-000,981 MARIETTA ST,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"981 MARIETTA ST, Zanesville OH",39.936493,-81.99978800000001,2591.802954835706
81-57-03-71-000,MARIETTA ST,$500.00,NA,NA,NA,NA,NA,NA,NA,NA,"MARIETTA ST, Zanesville OH",39.936279999999996,-82.0008565,2500.219116302881
81-57-03-75-000,1009 MARIETTA ST,"$1,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"1009 MARIETTA ST, Zanesville OH",39.936421,-81.99903599999999,2645.0104798860966
81-57-03-76-000,1013 MARIETTA ST,"$1,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"1013 MARIETTA ST, Zanesville OH",39.936418,-81.998936,2652.4571537353304
81-57-03-79-000,1023 MARIETTA ST,"$3,800.00",1,1901,2,1,0,752,YES,210,"1023 MARIETTA ST, Zanesville OH",39.936407,-81.998637,2674.6599795999814
81-57-03-81-000,MARIETTA ST,$800.00,NA,NA,NA,NA,NA,NA,NA,NA,"MARIETTA ST, Zanesville OH",39.936279999999996,-82.0008565,2500.219116302881
81-57-03-73-000,1001 MARIETTA ST,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"1001 MARIETTA ST, Zanesville OH",39.9364289,-81.999253,2628.9451926947936
81-57-03-74-000,1007 MARIETTA ST,$900.00,NA,NA,NA,NA,NA,NA,NA,NA,"1007 MARIETTA ST, Zanesville OH",39.936425,-81.999144,2637.014260705823
81-57-03-82-000,1033 MARIETTA ST,$900.00,NA,NA,NA,NA,NA,NA,NA,NA,"1033 MARIETTA ST, Zanesville OH",39.936395,-81.99827499999999,2701.685592449829
81-57-03-84-000,1045 MARIETTA ST,$300.00,NA,NA,NA,NA,NA,NA,NA,NA,"1045 MARIETTA ST, Zanesville OH",39.936386,-81.9980439,2718.9162650295643
81-57-03-91-000,1067 MARIETTA ST,"$1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1067 MARIETTA ST, Zanesville OH",39.936347,-81.99709399999999,2789.9954105202532
81-57-03-92-000,MARIETTA ST,"$1,110.00",NA,NA,NA,NA,NA,NA,NA,NA,"MARIETTA ST, Zanesville OH",39.936279999999996,-82.0008565,2500.219116302881
81-58-01-03-000,1066 WHEELING AVE,"$1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1066 WHEELING AVE, Zanesville OH",39.939833,-81.99677899999999,3000.1448950136696
81-58-01-07-000,1046 WHEELING AVE,"$32,500.00",1,1924,2,1,0,864,YES,864,"1046 WHEELING AVE, Zanesville OH",39.939935,-81.997241,2972.835973237118
81-58-02-01-000,MAIN ST E,"$2,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAIN ST E, Zanesville OH",39.9398243,-81.9999817,2771.3482749018704
81-58-02-03-000,1008 WHEELING AVE,"$5,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1008 WHEELING AVE, Zanesville OH",39.940348,-81.998216,2928.5579063400655
81-58-02-14-000,SILLIMAN ST,"$1,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"SILLIMAN ST, Zanesville OH",NA,NA,NA
81-58-02-15-000,982 GREENWOOD AVE,"$90,300.00",1,2008,3,2,0,1384,YES,1384,"982 GREENWOOD AVE, Zanesville OH",39.940563,-81.999805,2831.3722675595204
81-60-03-03-000,1304 WHEELING AVE,"$45,100.00",2,1930,2,1,0,1298,YES,242,"1304 WHEELING AVE, Zanesville OH",39.939511,-81.9909527,3415.901622770944
81-60-03-04-000,1294 WHEELING AVE,"$2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"1294 WHEELING AVE, Zanesville OH",39.9394223,-81.9912724,3387.107521834676
81-60-03-07-000,1282 WHEELING AVE,"$69,200.00",2,1924,3,1,0,1456,YES,904,"1282 WHEELING AVE, Zanesville OH",39.9393229,-81.9915602,3360.1986922923957
81-60-03-11-000,24 GREEN ST,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"24 GREEN ST, Zanesville OH",39.9388873,-81.9916843,3328.917898086981
81-60-03-13-000,34 GREEN ST,"$2,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"34 GREEN ST, Zanesville OH",39.938606,-81.991494,3329.7212642673635
81-60-03-16-000,46 GREEN ST,"$27,400.00",2,1900,2,1,0,950,YES,224,"46 GREEN ST, Zanesville OH",39.9383501,-81.99179199999999,3294.453748062548
81-60-03-18-000,50 GREEN ST,$600.00,NA,NA,NA,NA,NA,NA,NA,NA,"50 GREEN ST, Zanesville OH",39.938241,-81.99151599999999,3310.5352735779707
81-60-03-28-000,41 SOUTHARD AVE,"$64,600.00",1.5,1918,4,1,1,1976,YES,340,"41 SOUTHARD AVE, Zanesville OH",39.9388177,-81.9908,3393.3104449459834
81-60-03-30-000,27 SOUTHARD AVE,"$3,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"27 SOUTHARD AVE, Zanesville OH",39.939047,-81.99083499999999,3401.787264681045
81-61-01-13-000,221 WAYNE AVE,"$15,800.00",2,1901,3,1,0,1431,YES,240,"221 WAYNE AVE, Zanesville OH",39.935812,-82.002552,2348.269765774505
81-61-01-15-000,235 HUGHES ST,$900.00,NA,NA,NA,NA,NA,NA,NA,NA,"235 HUGHES ST, Zanesville OH",39.9355117,-82.00251759999999,2334.8265014959766
81-61-01-17-000,817 HUGHES ST,"$18,400.00",2,1901,4,1,0,1764,YES,392,"817 HUGHES ST, Zanesville OH",39.9355503,-82.00282659999999,2313.686463146005
81-57-03-83-000,1041 MARIETTA ST,"$1,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1041 MARIETTA ST, Zanesville OH",39.93639,-81.9981339,2712.2262753606783
81-57-03-94-000,115 13TH ST,$400.00,NA,NA,NA,NA,NA,NA,NA,NA,"115 13TH ST, Zanesville OH",39.936305,-81.996312,2848.455410852989
81-58-01-04-000,1058 WHEELING AVE,"$6,100.00",2,1901,2,1,0,1328,YES,640,"1058 WHEELING AVE, Zanesville OH",39.9399679,-81.9971029,2984.7460410440926
81-58-01-12-000,1028 WHEELING AVE,"$1,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"1028 WHEELING AVE, Zanesville OH",39.9402371,-81.9978192,2949.803330990457
81-58-02-10-000,969 SILLIMAN ST,"$29,200.00",2,1840,6,4,0,1472,YES,960,"969 SILLIMAN ST, Zanesville OH",39.9403166,-81.9992201,2856.0255337143694
81-58-02-20-000,968 GREENWOOD AVE,"$28,600.00",2,1820,6,4,0,3389,YES,1600,"968 GREENWOOD AVE, Zanesville OH",39.940569000000004,-82.0002006,2804.5538825527788
81-58-02-24-000,9 MAIN ST,"$617,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"9 MAIN ST, Zanesville OH",39.9400679,-82.00098299999999,2717.697919609322
81-58-02-49-000,1005 SILLIMAN ST,"$83,500.00",2,2004,4,2,0,1420,YES,680,"1005 SILLIMAN ST, Zanesville OH",39.9403565,-81.9988388,2885.2576135019663
81-58-02-56-000,1027 MAIN ST E,"$81,500.00",2,2004,4,2,0,1440,YES,720,"1027 MAIN ST E, Zanesville OH",39.9399798,-81.9984096,2891.9822184263667
81-58-03-01-000,1040 E MAIN ST,"$1,542,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"1040 E MAIN ST, Zanesville OH",39.9391216,-81.9972243,2926.3917122196153
81-58-03-03-000,MAIN ST E,"$6,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAIN ST E, Zanesville OH",39.9398243,-81.9999817,2771.3482749018704
81-59-01-02-000,1260 WHEELING AVE,"$34,700.00",1,1910,2,1,0,939,YES,294,"1260 WHEELING AVE, Zanesville OH",39.9392461,-81.9921785,3309.3584061595852
81-59-01-03-000,1256 WHEELING AVE,"$48,300.00",2,1910,4,1,0,1956,YES,950,"1256 WHEELING AVE, Zanesville OH",39.9392159,-81.9922701,3300.8697827523356
81-59-01-09-000,1232 WHEELING AVE,"$50,400.00",1,1910,3,1,0,1340,YES,1308,"1232 WHEELING AVE, Zanesville OH",39.939039,-81.993051,3232.6532196412427
81-59-01-12-000,16 GLESSNER AVE,"$36,200.00",1,1918,2,1,0,870,YES,780,"16 GLESSNER AVE, Zanesville OH",39.938756,-81.993248,3203.2190725814366
81-59-01-17-000,1221 SWINGLE ST,"$1,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"1221 SWINGLE ST, Zanesville OH",39.9386439,-81.99270299999999,3239.0256284179745
81-59-02-01-000,COR OF GREEN AND SWI,"$3,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"COR OF GREEN AND SWI, Zanesville OH",NA,NA,NA
81-59-03-01-000,WHEELING AVE,"$26,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"WHEELING AVE, Zanesville OH",39.9398528,-81.9901852,3491.5443536866755
81-59-03-04-000,47 GLESSNER AVE,"$9,800.00",1.5,1901,2,1,0,1152,YES,240,"47 GLESSNER AVE, Zanesville OH",39.938158,-81.993945,3120.017964488389
81-59-03-06-000,33 GLESSNER AVE,"$13,700.00",1,1901,2,1,0,832,YES,832,"33 GLESSNER AVE, Zanesville OH",39.9384617,-81.9936414,3158.399056957493
81-59-03-25-000,1126 WHEELING AVE,"$10,600.00",1,1890,2,1,0,512,YES,632,"1126 WHEELING AVE, Zanesville OH",39.9393,-81.99577099999999,3043.3065898695345
81-59-03-26-000,1120 WHEELING AVE,"$26,200.00",1,1890,3,1,0,1288,YES,1288,"1120 WHEELING AVE, Zanesville OH",39.939412,-81.995898,3040.2290692221522
81-59-03-28-000,1116 WHEELING AVE,"$32,700.00",1,1901,2,1,0,1080,YES,1080,"1116 WHEELING AVE, Zanesville OH",39.939418,-81.99605,3029.3884089348235
81-60-01-08-000,18 CERAMIC AVE,"$52,000.00",1,1929,3,1,0,960,YES,944,"18 CERAMIC AVE, Zanesville OH",39.9395702,-81.98806619999999,3639.9679593571477
81-58-02-15-001,955 SILLIMAN ST,"$93,400.00",1,2009,3,2,0,1196,YES,1196,"955 SILLIMAN ST, Zanesville OH",39.9403583,-81.9997446,2822.198337461704
81-58-02-17-000,974 GREENWOOD AVE,$900.00,NA,NA,NA,NA,NA,NA,NA,NA,"974 GREENWOOD AVE, Zanesville OH",39.940554,-81.999984,2818.4476751605266
81-58-02-18-000,941 SILLIMAN ST,"$17,100.00",2,1908,4,2,0,1846,YES,1106,"941 SILLIMAN ST, Zanesville OH",39.9403453,-81.9999931,2804.142583082075
81-58-02-21-000,964 GREENWOOD AVE,"$24,490.00",2,1901,4,1,0,1937,YES,923,"964 GREENWOOD AVE, Zanesville OH",39.9405681,-82.0003256,2795.925551341979
81-58-02-26-000,MAIN ST E,"$776,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAIN ST E, Zanesville OH",39.9398243,-81.9999817,2771.3482749018704
81-58-02-30-000,995 MAIN ST E,$300.00,NA,NA,NA,NA,NA,NA,NA,NA,"995 MAIN ST E, Zanesville OH",39.940005,-81.9993159,2829.5101671598245
81-58-02-31-000,995 MAIN ST E,"$1,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"995 MAIN ST E, Zanesville OH",39.940005,-81.9993159,2829.5101671598245
81-58-02-33-000,1001 E MAIN ST,"$16,300.00",1,1890,1,1,0,876,YES,876,"1001 E MAIN ST, Zanesville OH",39.9399504,-81.9990935,2841.7353460759346
81-01-03-04-000,414 PUTNAM AVE,"$70,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"414 PUTNAM AVE, Zanesville OH",39.9328136,-82.0068058,1872.4394539889843
81-01-04-01-000,428 MOXAHALA AVE,"$56,300.00",2,1900,0,2,0,3682,YES,1262,"428 MOXAHALA AVE, Zanesville OH",39.932449,-82.00549509999999,1957.8315458799113
81-02-01-01-000,MUSKINGUM AVE,"$1,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"MUSKINGUM AVE, Zanesville OH",39.9290567,-82.00408809999999,1961.035075630891
81-02-01-02-000,MUSKINGUM AVE,"$1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"MUSKINGUM AVE, Zanesville OH",39.9290567,-82.00408809999999,1961.035075630891
81-02-02-03-000,452 MOXAHALA AVE,"$45,900.00",2,1872,6,6,0,3979,YES,789,"452 MOXAHALA AVE, Zanesville OH",39.9318744,-82.0053854,1942.480577727805
81-02-02-04-000,458 MOXAHALA AVE,"$7,600.00",1,1880,2,1,0,1075,YES,488,"458 MOXAHALA AVE, Zanesville OH",39.931735,-82.005264,1946.6343276695802
81-02-03-07-000,113 JEFFERSON ST,"$101,500.00",2.5,1803,6,3,2,4821,YES,756,"113 JEFFERSON ST, Zanesville OH",39.931742,-82.006226,1870.2793796898957
81-02-03-10-000,449 MOXAHALA AVE,"$39,500.00",2,1901,6,3,0,2866,YES,706,"449 MOXAHALA AVE, Zanesville OH",39.9319599,-82.00595369999999,1900.850903289171
81-02-04-06-001,522 PUTNAM AVE,"$5,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"522 PUTNAM AVE, Zanesville OH",39.930947,-82.00667299999999,1803.6220646899233
81-02-04-07-000,538 PUTNAM AVE,"$7,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"538 PUTNAM AVE, Zanesville OH",39.93065000000001,-82.0066609,1793.9235528990198
81-58-02-43-000,998 GREENWOOD AVE,"$83,500.00",2,2004,4,2,0,1420,YES,680,"998 GREENWOOD AVE, Zanesville OH",39.940577,-81.999239,2871.458492780422
81-58-02-45-000,1006 GREENWOOD AVE,"$85,900.00",2,2004,4,2,0,1430,YES,674,"1006 GREENWOOD AVE, Zanesville OH",NA,NA,NA
81-58-02-48-000,1013 SILLIMAN ST,"$83,500.00",2,2004,4,2,0,1420,YES,680,"1013 SILLIMAN ST, Zanesville OH",39.9403489,-81.99865799999999,2897.4697470748974
81-58-02-50-000,1001 SILLIMAN ST,"$84,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1001 SILLIMAN ST, Zanesville OH",39.9403678,-81.9990409,2871.8226970700907
81-58-02-19-000,937 SILLIMAN ST,"$21,200.00",2,1901,4,2,0,1918,YES,436,"937 SILLIMAN ST, Zanesville OH",39.9403699,-82.0002054,2791.095355000509
81-58-02-22-000,958 GREENWOOD AVE,"$136,180.00",1,1976,8,2,0,3508,YES,1754,"958 GREENWOOD AVE, Zanesville OH",39.940482,-82.000469,2780.38495278343
81-58-02-23-000,GREENWOOD AVE,"$24,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"GREENWOOD AVE, Zanesville OH",39.9411548,-81.9913845,3470.7694215988004
81-58-02-25-000,925 MAIN ST E,"$265,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"925 MAIN ST E, Zanesville OH",39.9400686,-82.0011893,2703.591469692239
81-58-02-28-000,981 MAIN ST E,"$1,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"981 MAIN ST E, Zanesville OH",39.940017,-81.999619,2809.0107229917094
81-58-02-29-000,987 -989 E MAIN ST,"$21,000.00",2,1901,4,2,0,1644,YES,801,"987 -989 E MAIN ST, Zanesville OH",39.94000700000001,-81.9993779,2825.2809541375645
81-58-02-32-000,1002 SILLIMAN ST,"$23,200.00",2,1901,3,1,1,1523,YES,896,"1002 SILLIMAN ST, Zanesville OH",39.94012499999999,-81.9990778,2853.823675020163
81-58-02-44-000,1000 GREENWOOD AVE,"$85,900.00",2,2004,4,2,0,1430,YES,674,"1000 GREENWOOD AVE, Zanesville OH",39.9405979,-81.99903789999999,2886.7881905201757
81-58-02-47-000,1018 GREENWOOD AVE,"$85,900.00",2,2004,4,2,0,1430,YES,674,"1018 GREENWOOD AVE, Zanesville OH",39.940551,-81.998577,2915.9628891057423
81-58-02-52-000,1007 MAIN ST E,"$81,500.00",2,2004,4,2,0,1440,YES,720,"1007 MAIN ST E, Zanesville OH",39.939978,-81.998892,2857.688917760313
81-58-02-53-000,1015 MAIN ST E,"$81,500.00",2,2004,4,2,0,1440,YES,720,"1015 MAIN ST E, Zanesville OH",39.9399919,-81.99879659999999,2865.3001967660025
81-58-02-55-000,1021 E MAIN ST,"$81,500.00",2,2004,4,2,0,1440,YES,720,"1021 E MAIN ST, Zanesville OH",39.9399749,-81.998505,2884.905094286568
81-58-02-57-000,E MAIN ST,"$1,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"E MAIN ST, Zanesville OH",39.9398243,-81.9999817,2771.3482749018704
81-58-03-02-000,MAIN ST E,"$25,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAIN ST E, Zanesville OH",39.9398243,-81.9999817,2771.3482749018704
81-58-03-04-000,MAIN ST E,"$33,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAIN ST E, Zanesville OH",39.9398243,-81.9999817,2771.3482749018704
81-58-03-04-700,9 BETWEEN AN S,"$1,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"9 BETWEEN AN S, Zanesville OH",NA,NA,NA
81-58-03-05-000,952 E MAIN ST,"$249,000.00",2,1900,5,5,0,6000,YES,9992,"952 E MAIN ST, Zanesville OH",39.9393815,-82.0013024,2650.8033141466562
81-59-01-04-000,1252 WHEELING AVE,"$46,800.00",1,1901,3,1,0,1328,YES,448,"1252 WHEELING AVE, Zanesville OH",39.93905700000001,-81.992425,3281.010966187736
81-59-01-13-000,24 GLESSNER AVE,"$2,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"24 GLESSNER AVE, Zanesville OH",39.938572,-81.993259,3193.0575287659544
81-59-01-19-000,1231 SWINGLE ST,"$28,200.00",1,1901,2,1,0,896,YES,448,"1231 SWINGLE ST, Zanesville OH",39.938636,-81.992451,3257.8680608859104
81-59-01-21-000,1237 SWINGLE ST,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"1237 SWINGLE ST, Zanesville OH",39.938629,-81.992206,3276.252411462703
81-59-01-22-000,1243 SWINGLE ST,"$39,900.00",1,1901,2,1,0,528,YES,528,"1243 SWINGLE ST, Zanesville OH",39.93862,-81.992019,3290.1254192816946
81-59-02-03-000,1232 SWINGLE ST,"$9,600.00",1,1901,2,1,0,356,YES,356,"1232 SWINGLE ST, Zanesville OH",39.938064,-81.99250599999999,3225.7359404885224
81-59-02-05-000,1226 SWINGLE ST,"$23,700.00",1,1910,1,1,0,968,YES,469,"1226 SWINGLE ST, Zanesville OH",39.9383046,-81.99263959999999,3227.110813657613
81-61-01-19-000,HUGHES ST,"$1,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"HUGHES ST, Zanesville OH",39.9353369,-82.0016983,2387.740675667055
81-61-01-21-000,8TH ST,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"8TH ST, Zanesville OH",39.93721559999999,-82.00314399999999,2385.3067297922194
81-61-02-04-000,MARIETTA ST,"$23,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"MARIETTA ST, Zanesville OH",39.936279999999996,-82.0008565,2500.219116302881
81-62-01-06-000,130 8TH ST,"$6,200.00",2,1901,3,1,0,1498,YES,728,"130 8TH ST, Zanesville OH",39.937463,-82.002831,2422.7101683817796
81-62-02-06-000,8TH S ST,"$9,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"8TH S ST, Zanesville OH",39.93721559999999,-82.00314399999999,2385.3067297922194
81-62-02-08-000,128 7TH ST S,"$541,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"128 7TH ST S, Zanesville OH",39.9374401,-82.003845,2349.2392559017035
81-62-02-11-000,8TH ST,"$3,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"8TH ST, Zanesville OH",39.93721559999999,-82.00314399999999,2385.3067297922194
81-62-03-01-000,616 SOUTH ST,"$16,300.00",2,1869,3,2,0,2976,YES,1488,"616 SOUTH ST, Zanesville OH",39.938134,-82.00482099999999,2326.373980652122
81-62-03-02-000,102 6TH ST S,"$37,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"102 6TH ST S, Zanesville OH",39.9381429,-82.005065,2310.3570365171854
81-62-03-14-000,161 7TH ST,"$25,400.00",2,1901,4,2,0,2118,YES,587,"161 7TH ST, Zanesville OH",39.9368899,-82.0044322,2273.4748059231106
81-62-03-16-000,151 7TH ST S,"$21,300.00",2,1901,2,1,0,1720,YES,888,"151 7TH ST S, Zanesville OH",39.937034,-82.004508,2277.03283325159
81-62-03-17-000,149 7TH ST,"$26,500.00",2,1910,3,2,0,1944,YES,458,"149 7TH ST, Zanesville OH",39.937109,-82.004503,2282.0708676661975
81-60-01-19-000,EAST ST,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"EAST ST, Zanesville OH",39.9390943,-81.9876972,3646.2953861827837
81-60-01-20-000,54 CERAMIC AVE,$100.00,NA,NA,NA,NA,NA,NA,NA,NA,"54 CERAMIC AVE, Zanesville OH",39.9387577,-81.9881042,3599.250182740083
81-60-02-01-000,308 HARRIS RD,"$165,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"308 HARRIS RD, Zanesville OH",39.937306,-81.9885098,3504.3399631434727
81-60-02-08-000,17 CERAMIC AVE,"$36,300.00",1.5,1920,2,1,0,1424,YES,796,"17 CERAMIC AVE, Zanesville OH",39.9396049,-81.9884671,3610.7357591839714
81-60-02-13-000,1368 WHEELING AVE,"$41,700.00",1,1935,2,1,0,1136,YES,1136,"1368 WHEELING AVE, Zanesville OH",39.93982,-81.98912720000001,3570.5756172546257
81-60-02-17-000,WHEELING AVE,$400.00,NA,NA,NA,NA,NA,NA,NA,NA,"WHEELING AVE, Zanesville OH",39.9398528,-81.9901852,3491.5443536866755
